!!!SBtab Document='eQuilibrator thermodynamic data' SBtabVersion='1.0' Date='2019-12-12',,,,,,,,
!!SBtab TableID='ReactionGFE' TableType='Quantity' TableName='Reaction table of transformed energies' SBtabVersion='1.0' Date='2019-12-12' Unit='kJ/mol' IonicStrengthUnit='M' TemperatureUnit='K',,,,,,,,
!QuantityType,!Identifiers:kegg.reaction,!Unit,!Mean,!Std,!pH,!IonicStrength,!Temperature,!Comment
standard Gibbs energy of formation,R07687,kJ/mol,-329.2,16.1,7,0.1,298.15,
standard Gibbs energy of formation,R07688,kJ/mol,-93.6,15.9,7,0.1,298.15,
standard Gibbs energy of formation,R07689,kJ/mol,-22.1,16,7,0.1,298.15,
standard Gibbs energy of formation,R07690,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07691,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07692,kJ/mol,-91,5.4,7,0.1,298.15,
standard Gibbs energy of formation,R07693,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07694,kJ/mol,86.1,3.5,7,0.1,298.15,
standard Gibbs energy of formation,R07695,kJ/mol,-343,12,7,0.1,298.15,
standard Gibbs energy of formation,R07696,kJ/mol,171.8,4.3,7,0.1,298.15,
standard Gibbs energy of formation,R07697,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07698,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07699,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07700,kJ/mol,-399.1,8.1,7,0.1,298.15,
standard Gibbs energy of formation,R07701,kJ/mol,-298.9,14.6,7,0.1,298.15,
standard Gibbs energy of formation,R07702,kJ/mol,-357.2,16.4,7,0.1,298.15,
standard Gibbs energy of formation,R07703,kJ/mol,-17.2,13.8,7,0.1,298.15,
standard Gibbs energy of formation,R07704,kJ/mol,-351.2,12.5,7,0.1,298.15,
standard Gibbs energy of formation,R07705,kJ/mol,-71.5,12.4,7,0.1,298.15,
standard Gibbs energy of formation,R07706,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07707,kJ/mol,-44.4,32.6,7,0.1,298.15,
standard Gibbs energy of formation,R07708,kJ/mol,-62,8.7,7,0.1,298.15,
standard Gibbs energy of formation,R07709,kJ/mol,-441.3,7,7,0.1,298.15,
standard Gibbs energy of formation,R07710,kJ/mol,-442.3,7,7,0.1,298.15,
standard Gibbs energy of formation,R07711,kJ/mol,-442.2,7,7,0.1,298.15,
standard Gibbs energy of formation,R07712,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07713,kJ/mol,11.2,4.1,7,0.1,298.15,
standard Gibbs energy of formation,R07714,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07715,kJ/mol,-409.5,6.4,7,0.1,298.15,
standard Gibbs energy of formation,R07716,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07717,kJ/mol,85.5,3.5,7,0.1,298.15,
standard Gibbs energy of formation,R07718,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07719,kJ/mol,-2.8,4.7,7,0.1,298.15,
standard Gibbs energy of formation,R07720,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07721,kJ/mol,-2.8,4.7,7,0.1,298.15,
standard Gibbs energy of formation,R07722,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07723,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07724,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07725,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07726,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07727,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07728,kJ/mol,-90.5,32.9,7,0.1,298.15,
standard Gibbs energy of formation,R07729,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07730,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07731,kJ/mol,-2.8,4.7,7,0.1,298.15,
standard Gibbs energy of formation,R07732,kJ/mol,430.3,4.1,7,0.1,298.15,
standard Gibbs energy of formation,R07733,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07734,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07735,kJ/mol,-30.9,7.8,7,0.1,298.15,
standard Gibbs energy of formation,R07736,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07737,kJ/mol,58.4,2.8,7,0.1,298.15,
standard Gibbs energy of formation,R07738,kJ/mol,73.8,32.6,7,0.1,298.15,
standard Gibbs energy of formation,R07739,kJ/mol,96.5,32.7,7,0.1,298.15,
standard Gibbs energy of formation,R07740,kJ/mol,-63.6,5.3,7,0.1,298.15,
standard Gibbs energy of formation,R07741,kJ/mol,-2.8,4.7,7,0.1,298.15,
standard Gibbs energy of formation,R07742,kJ/mol,430.3,4.1,7,0.1,298.15,
standard Gibbs energy of formation,R07743,kJ/mol,310.8,4.4,7,0.1,298.15,
standard Gibbs energy of formation,R07744,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07745,kJ/mol,-470.2,7.2,7,0.1,298.15,
standard Gibbs energy of formation,R07746,kJ/mol,-442.4,7,7,0.1,298.15,
standard Gibbs energy of formation,R07747,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07748,kJ/mol,-90.5,32.9,7,0.1,298.15,
standard Gibbs energy of formation,R07749,kJ/mol,-169.8,14.8,7,0.1,298.15,
standard Gibbs energy of formation,R07750,kJ/mol,86,3.5,7,0.1,298.15,
standard Gibbs energy of formation,R07751,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07752,kJ/mol,-90.5,32.9,7,0.1,298.15,
standard Gibbs energy of formation,R07753,kJ/mol,-63.6,5.3,7,0.1,298.15,
standard Gibbs energy of formation,R07754,kJ/mol,-2.8,4.7,7,0.1,298.15,
standard Gibbs energy of formation,R07755,kJ/mol,430.3,4.1,7,0.1,298.15,
standard Gibbs energy of formation,R07756,kJ/mol,310.8,4.4,7,0.1,298.15,
standard Gibbs energy of formation,R07757,kJ/mol,-3.5,4.7,7,0.1,298.15,
standard Gibbs energy of formation,R07758,kJ/mol,17,21.5,7,0.1,298.15,
standard Gibbs energy of formation,R07759,kJ/mol,-21.6,2,7,0.1,298.15,
standard Gibbs energy of formation,R07760,kJ/mol,0.7,2.9,7,0.1,298.15,
standard Gibbs energy of formation,R07761,kJ/mol,-64.3,2.8,7,0.1,298.15,
standard Gibbs energy of formation,R07762,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07763,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07764,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07765,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07766,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07767,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07768,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07769,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07770,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07771,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07772,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07773,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07774,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07775,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07776,kJ/mol,-442.3,7,7,0.1,298.15,
standard Gibbs energy of formation,R07777,kJ/mol,-409.5,6.4,7,0.1,298.15,
standard Gibbs energy of formation,R07778,kJ/mol,-409.5,6.4,7,0.1,298.15,
standard Gibbs energy of formation,R07779,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07780,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07781,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07782,kJ/mol,-13.4,4.4,7,0.1,298.15,
standard Gibbs energy of formation,R07783,kJ/mol,376.1,3,7,0.1,298.15,
standard Gibbs energy of formation,R07784,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07785,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07786,kJ/mol,-159.2,1,7,0.1,298.15,
standard Gibbs energy of formation,R07787,kJ/mol,-159.2,1,7,0.1,298.15,
standard Gibbs energy of formation,R07788,kJ/mol,57.8,2.8,7,0.1,298.15,
standard Gibbs energy of formation,R07789,kJ/mol,-57.8,2.8,7,0.1,298.15,
standard Gibbs energy of formation,R07790,kJ/mol,50.3,15.1,7,0.1,298.15,
standard Gibbs energy of formation,R07791,kJ/mol,-159.2,1,7,0.1,298.15,
standard Gibbs energy of formation,R07792,kJ/mol,-159.2,1,7,0.1,298.15,
standard Gibbs energy of formation,R07793,kJ/mol,-399.1,8.1,7,0.1,298.15,
standard Gibbs energy of formation,R07794,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07795,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07796,kJ/mol,-5.1,8.4,7,0.1,298.15,
standard Gibbs energy of formation,R07797,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07798,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07799,kJ/mol,-318.5,18.8,7,0.1,298.15,
standard Gibbs energy of formation,R07800,kJ/mol,-143.3,18.5,7,0.1,298.15,
standard Gibbs energy of formation,R07801,kJ/mol,-256.3,10.9,7,0.1,298.15,
standard Gibbs energy of formation,R07802,kJ/mol,-53.1,5,7,0.1,298.15,
standard Gibbs energy of formation,R07803,kJ/mol,-226.8,14.5,7,0.1,298.15,
standard Gibbs energy of formation,R07804,kJ/mol,-161.1,25.7,7,0.1,298.15,
standard Gibbs energy of formation,R07826,kJ/mol,-203.2,3.6,7,0.1,298.15,
standard Gibbs energy of formation,R07827,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07828,kJ/mol,-1.4,15.3,7,0.1,298.15,
standard Gibbs energy of formation,R07829,kJ/mol,58.8,17,7,0.1,298.15,
standard Gibbs energy of formation,R07830,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07831,kJ/mol,9,9.7,7,0.1,298.15,
standard Gibbs energy of formation,R07832,kJ/mol,-4.9,15.3,7,0.1,298.15,
standard Gibbs energy of formation,R07833,kJ/mol,-42.1,16.2,7,0.1,298.15,
standard Gibbs energy of formation,R07834,kJ/mol,-198.1,1.8,7,0.1,298.15,
standard Gibbs energy of formation,R07835,kJ/mol,-13,6.7,7,0.1,298.15,
standard Gibbs energy of formation,R07836,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07837,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07838,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07839,kJ/mol,0,0,7,0.1,298.15,
standard Gibbs energy of formation,R07840,kJ/mol,-152,13.2,7,0.1,298.15,
standard Gibbs energy of formation,R07841,kJ/mol,-170.3,2.2,7,0.1,298.15,
standard Gibbs energy of formation,R07842,kJ/mol,-170.3,2.2,7,0.1,298.15,
standard Gibbs energy of formation,R07843,kJ/mol,-254.5,8.3,7,0.1,298.15,
standard Gibbs energy of formation,R07844,kJ/mol,-641.8,6.9,7,0.1,298.15,
standard Gibbs energy of formation,R07845,kJ/mol,-208.5,6.9,7,0.1,298.15,
standard Gibbs energy of formation,R07846,kJ/mol,-221.2,8.7,7,0.1,298.15,
standard Gibbs energy of formation,R07847,kJ/mol,-221.1,8.7,7,0.1,298.15,
standard Gibbs energy of formation,R07848,kJ/mol,-208,16.5,7,0.1,298.15,
standard Gibbs energy of formation,R07849,kJ/mol,-23.6,16.8,7,0.1,298.15,
standard Gibbs energy of formation,R07850,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07851,kJ/mol,-170.3,2.2,7,0.1,298.15,
standard Gibbs energy of formation,R07852,kJ/mol,-148.8,9.2,7,0.1,298.15,
standard Gibbs energy of formation,R07854,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07855,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07856,kJ/mol,-208,16.5,7,0.1,298.15,
standard Gibbs energy of formation,R07857,kJ/mol,-23.6,16.8,7,0.1,298.15,
standard Gibbs energy of formation,R07858,kJ/mol,-23.6,16.8,7,0.1,298.15,
standard Gibbs energy of formation,R07859,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07860,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07861,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07862,kJ/mol,-398.3,4.9,7,0.1,298.15,
standard Gibbs energy of formation,R07863,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07864,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07865,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07866,kJ/mol,-67.3,15.5,7,0.1,298.15,
standard Gibbs energy of formation,R07867,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07868,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07869,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07870,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07871,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07872,kJ/mol,0,0,7,0.1,298.15,
standard Gibbs energy of formation,R07873,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07874,kJ/mol,-63.2,5.3,7,0.1,298.15,
standard Gibbs energy of formation,R07875,kJ/mol,-63.5,5.3,7,0.1,298.15,
standard Gibbs energy of formation,R07876,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07877,kJ/mol,-11.5,4.3,7,0.1,298.15,
standard Gibbs energy of formation,R07878,kJ/mol,-11.5,4.3,7,0.1,298.15,
standard Gibbs energy of formation,R07879,kJ/mol,-11.5,4.3,7,0.1,298.15,
standard Gibbs energy of formation,R07880,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07881,kJ/mol,-25,15.3,7,0.1,298.15,
standard Gibbs energy of formation,R07882,kJ/mol,-7.6,15.1,7,0.1,298.15,
standard Gibbs energy of formation,R07883,kJ/mol,-7.6,15.1,7,0.1,298.15,
standard Gibbs energy of formation,R07884,kJ/mol,2.7,4.9,7,0.1,298.15,
standard Gibbs energy of formation,R07885,kJ/mol,2.5,4.9,7,0.1,298.15,
standard Gibbs energy of formation,R07886,kJ/mol,2.2,4.9,7,0.1,298.15,
standard Gibbs energy of formation,R07887,kJ/mol,-9.5,15.3,7,0.1,298.15,
standard Gibbs energy of formation,R07888,kJ/mol,46.3,6.3,7,0.1,298.15,
standard Gibbs energy of formation,R07889,kJ/mol,0.7,2.9,7,0.1,298.15,
standard Gibbs energy of formation,R07890,kJ/mol,20.6,1.9,7,0.1,298.15,
standard Gibbs energy of formation,R07891,kJ/mol,32.7,2.7,7,0.1,298.15,
standard Gibbs energy of formation,R07892,kJ/mol,46.3,6.3,7,0.1,298.15,
standard Gibbs energy of formation,R07893,kJ/mol,0.7,2.9,7,0.1,298.15,
standard Gibbs energy of formation,R07894,kJ/mol,20.6,1.9,7,0.1,298.15,
standard Gibbs energy of formation,R07895,kJ/mol,32.6,2.7,7,0.1,298.15,
standard Gibbs energy of formation,R07896,kJ/mol,46.3,6.3,7,0.1,298.15,
standard Gibbs energy of formation,R07897,kJ/mol,0.7,2.9,7,0.1,298.15,
standard Gibbs energy of formation,R07898,kJ/mol,20.6,1.9,7,0.1,298.15,
standard Gibbs energy of formation,R07899,kJ/mol,32.7,2.7,7,0.1,298.15,
standard Gibbs energy of formation,R07900,kJ/mol,-169.3,9.7,7,0.1,298.15,
standard Gibbs energy of formation,R07901,kJ/mol,86.2,3.5,7,0.1,298.15,
standard Gibbs energy of formation,R07902,kJ/mol,-25,15.3,7,0.1,298.15,
standard Gibbs energy of formation,R07903,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07904,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07905,kJ/mol,86.5,3.5,7,0.1,298.15,
standard Gibbs energy of formation,R07906,kJ/mol,85.8,3.5,7,0.1,298.15,
standard Gibbs energy of formation,R07907,kJ/mol,172.3,7,7,0.1,298.15,
standard Gibbs energy of formation,R07908,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07909,kJ/mol,-310,4.4,7,0.1,298.15,
standard Gibbs energy of formation,R07910,kJ/mol,-2.7,4.7,7,0.1,298.15,
standard Gibbs energy of formation,R07911,kJ/mol,-63,5.3,7,0.1,298.15,
standard Gibbs energy of formation,R07912,kJ/mol,-63.2,5.3,7,0.1,298.15,
standard Gibbs energy of formation,R07913,kJ/mol,-62.4,5.3,7,0.1,298.15,
standard Gibbs energy of formation,R07914,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07915,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07916,kJ/mol,-96,9.6,7,0.1,298.15,
standard Gibbs energy of formation,R07917,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07918,kJ/mol,3.5,8.7,7,0.1,298.15,
standard Gibbs energy of formation,R07919,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07920,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07921,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07922,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07923,kJ/mol,-63.1,5.3,7,0.1,298.15,
standard Gibbs energy of formation,R07924,kJ/mol,-69.6,9.5,7,0.1,298.15,
standard Gibbs energy of formation,R07925,kJ/mol,-139.1,18.9,7,0.1,298.15,
standard Gibbs energy of formation,R07926,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07927,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07928,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07929,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07930,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07931,kJ/mol,-7.6,15.1,7,0.1,298.15,
standard Gibbs energy of formation,R07932,kJ/mol,-14.6,4.7,7,0.1,298.15,
standard Gibbs energy of formation,R07933,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07934,kJ/mol,46.3,6.3,7,0.1,298.15,
standard Gibbs energy of formation,R07935,kJ/mol,0.7,2.9,7,0.1,298.15,
standard Gibbs energy of formation,R07936,kJ/mol,20.6,1.9,7,0.1,298.15,
standard Gibbs energy of formation,R07937,kJ/mol,32.7,2.7,7,0.1,298.15,
standard Gibbs energy of formation,R07938,kJ/mol,-3.6,4.7,7,0.1,298.15,
standard Gibbs energy of formation,R07939,kJ/mol,-420,7.2,7,0.1,298.15,
standard Gibbs energy of formation,R07940,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07941,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07942,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07943,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07944,kJ/mol,-7.6,15.1,7,0.1,298.15,
standard Gibbs energy of formation,R07945,kJ/mol,-203.2,3.6,7,0.1,298.15,
standard Gibbs energy of formation,R07946,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07947,kJ/mol,40.6,13.1,7,0.1,298.15,
standard Gibbs energy of formation,R07948,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07949,kJ/mol,-410.8,13.1,7,0.1,298.15,
standard Gibbs energy of formation,R07950,kJ/mol,46.3,6.3,7,0.1,298.15,
standard Gibbs energy of formation,R07951,kJ/mol,0.7,2.9,7,0.1,298.15,
standard Gibbs energy of formation,R07952,kJ/mol,20.6,1.9,7,0.1,298.15,
standard Gibbs energy of formation,R07953,kJ/mol,32.7,2.7,7,0.1,298.15,
standard Gibbs energy of formation,R07954,kJ/mol,-419.1,7.2,7,0.1,298.15,
standard Gibbs energy of formation,R07955,kJ/mol,-420.8,7.2,7,0.1,298.15,
standard Gibbs energy of formation,R07956,kJ/mol,-421.8,7.2,7,0.1,298.15,
standard Gibbs energy of formation,R07957,kJ/mol,-419.1,7.2,7,0.1,298.15,
standard Gibbs energy of formation,R07958,kJ/mol,-420,7.2,7,0.1,298.15,
standard Gibbs energy of formation,R07959,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07960,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07961,kJ/mol,-417.3,7.2,7,0.1,298.15,
standard Gibbs energy of formation,R07962,kJ/mol,-418.3,7.2,7,0.1,298.15,
standard Gibbs energy of formation,R07963,kJ/mol,-417.4,7.2,7,0.1,298.15,
standard Gibbs energy of formation,R07964,kJ/mol,-418.4,7.2,7,0.1,298.15,
standard Gibbs energy of formation,R07965,kJ/mol,-421.2,9.7,7,0.1,298.15,
