,control,arab__L,acgam,glcr,succ,gal,asp__L,pro__L,ala__D,tre,man,galt,ser__D,sbt__D,glyc,fuc__L,glcur,glcn,glyc3p,xyl__D,lac__L,for,mnl,glu__L,g6p,galctn__D,mal__D-mal__L,rib__D,rmn,fru,ac,glc__D,malt,melib,thymd,asn__L,12ppd__S,akg,2obut,lcts,sucr,uri,gln__L,g1p,f6p,malttr,dad_2,adn,cit,inost,fum,ppa,galct__D,glyclt,glx,ins,ser__L,thr__L,ala__L,acac,acmana,mal__D,mal__L,tym,lyx__L,pyr,galctn__L,galur,peamn,etha,glycogen,acgal,acnam,all__D,arbt,4abut,but,dca,hxa,4hbz,5dglcn,oxa,quin,tartr__D,tartr__L,acglu,arg__L,gly,his__L,hom__L,ile__L,leu__L,lys__L,met__L,orn,phe__L,val__L,crn-crn__D,ptrc,dha,nh4,no2,no3,urea,ala__L,arg__L,asn__L,asp__L,cys__L,glu__L,gln__L,gly,his__L,ile__L,leu__L,lys__L,met__L,phe__L,pro__L,ser__L,thr__L,trp__L,tyr__L,val__L,ala__D,glu__D,ser__D,citr__L,hom__L,orn,acglu,etha,ptrc,agm,peamn,tym,gam,acgam,acgal,acmana,ade,adn,cytd,csn,gua,gsn,thym,thymd,ura,uri,ins,xan,xtsn,urate,alltn,ala__L-asp__L,ala__L-gln__L,ala__L-glu__L,ala__L-gly,ala__L-his__L,ala__L-leu__L,ala__L-thr__L,gly-asn__L,gly-gln__L,gly-glu__L,gly-met__L,met__L-ala__L,pi,ppi,3amp,amp,23camp,2pg,3pg,3gmp,gmp,23cgmp,pep,2pglyc,g1p,g6p,gam6p,6pgc,3cmp,cmp,23ccmp,man1p,man6p,pser__L,thrp,3ump,ump,23cump,tyrp,dtmp,minohp,so4,tsul,cys__L,cys__D,cgly,3sala,cyst__L,gthrd,met__L,met__D,metsox_S__L,taur,butso3,isetac,mso3
CITt7pp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CITtex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CMPtex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CO2tex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.63,0.0,11.41,0.0,6.07,0.0,6.05,0.0,7.14,0.0,0.0,0.0,0.0,0.0,0.0,6.09,0.0,0.0,0.0,0.0,0.0,7.14,0.0,0.0,0.0,11.41,11.4,0.0,0.0,0.0,0.0,0.0,11.64,0.0,0.0,0.0,0.0,0.0,26.09,3.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.91,0.0,0.0,0.0,28.97,0.0,0.0,0.0,0.0,0.0,0.0,18.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.91,0.0,0.0,28.97,28.94,16.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.69,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CO2tex_b,0.05,0.0,0.05,6.9,10.06,0.0,10.06,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.07,0.0,2.01,6.54,0.07,0.05,0.07,0.05,0.0,2.14,0.04,2.96,20.07,0.0,0.0,0.05,0.05,0.05,0.0,0.0,1.77,10.06,0.05,12.06,0.05,0.0,0.05,0.14,2.15,0.05,0.0,0.0,0.0,0.65,12.25,2.79,10.06,0.0,6.9,5.23,0.05,0.7,0.09,5.41,0.05,0.06,0.0,10.06,10.07,0.05,0.95,0.06,0.07,1.99,0.0,0.06,0.05,0.05,0.04,0.0,0.05,0.05,0.0,0.05,0.05,0.05,0.05,0.05,0.09,10.07,10.07,0.05,0.0,5.08,0.0,0.05,0.01,0.02,5.71,0.0,0.0,0.0,0.0,0.05,0.0,0.07,0.05,0.0,0.05,0.05,0.05,0.0,10.06,10.06,0.0,2.14,2.15,5.08,0.0,0.01,0.02,5.71,0.0,0.0,0.0,0.09,5.41,0.06,0.01,0.0,0.0,0.05,0.09,0.05,0.05,0.0,0.05,0.06,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.0,11.38,0.65,0.0,0.82,21.31,10.44,0.05,1.77,0.0,0.0,0.7,21.28,10.35,30.33,20.33,10.07,0.0,0.0,5.1,0.0,0.0,2.23,15.07,2.88,2.87,5.09,0.08,0.05,0.05,0.05,0.68,0.05,0.05,0.05,0.05,10.48,0.05,0.05,0.05,0.05,0.04,0.0,0.05,0.05,0.16,0.05,0.05,3.91,0.0,5.13,0.05,4.17,0.05,0.0,1.52,2.85,0.05,0.05,0.0,0.05,5.08,0.05,0.05,2.86,0.0,0.05,0.28,0.07,0.05,0.05,0.05
CO2tpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.63,0.0,11.41,0.0,6.07,0.0,6.05,0.0,7.14,0.0,0.0,0.0,0.0,0.0,0.0,6.09,0.0,0.0,0.0,0.0,0.0,7.14,0.0,0.0,0.0,11.41,11.4,0.0,0.0,0.0,0.0,0.0,11.64,0.0,0.0,0.0,0.0,0.0,26.09,3.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.91,0.0,0.0,0.0,28.97,0.0,0.0,0.0,0.0,0.0,0.0,18.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.91,0.0,0.0,28.97,28.94,16.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.69,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CO2tpp_b,0.05,0.0,0.05,6.9,10.06,0.0,10.06,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.07,0.0,2.01,6.54,0.07,0.05,0.07,0.05,0.0,2.14,0.04,0.23,20.07,0.0,0.0,0.05,0.05,0.05,0.0,0.0,0.25,10.06,0.05,12.06,0.05,0.0,0.05,0.14,2.15,0.05,0.0,0.0,0.0,0.65,12.25,0.0,10.06,0.0,6.9,5.23,0.05,0.7,0.09,5.41,0.05,0.06,0.0,10.06,10.07,0.05,0.0,0.06,0.07,1.99,0.0,0.06,0.05,0.05,0.04,0.0,0.05,0.05,0.0,0.05,0.05,0.05,0.05,0.05,0.09,10.07,10.07,0.05,0.0,5.08,0.0,0.05,0.01,0.02,5.71,0.0,0.0,0.0,0.0,0.05,0.0,0.07,0.05,0.0,0.05,0.05,0.05,0.0,10.06,10.06,0.0,2.14,2.15,5.08,0.0,0.01,0.02,5.71,0.0,0.0,0.0,0.09,5.41,0.06,0.01,0.0,0.0,0.05,0.09,0.05,0.05,0.0,0.05,0.06,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.0,11.38,0.65,0.0,0.82,21.31,10.44,0.05,0.25,0.0,0.0,0.7,21.28,10.35,30.33,20.33,10.07,0.0,0.0,5.1,0.0,0.0,2.23,15.07,2.88,2.87,5.09,0.08,0.05,0.05,0.05,0.68,0.05,0.05,0.05,0.05,10.48,0.05,0.05,0.05,0.05,0.04,0.0,0.05,0.05,0.16,0.05,0.05,0.0,0.0,5.13,0.05,4.17,0.05,0.0,0.0,0.06,0.05,0.05,0.0,0.05,5.08,0.05,0.05,2.86,0.0,0.05,0.28,0.07,0.05,0.05,0.05
CS,0.05,0.19,0.23,0.13,0.09,0.24,0.09,0.0,0.11,0.55,0.23,0.24,0.09,0.24,0.13,0.19,0.17,0.2,0.17,0.19,0.09,0.05,0.24,0.0,0.27,0.17,0.12,0.15,0.18,0.23,0.05,0.05,0.55,0.55,0.21,0.09,0.05,0.0,0.05,0.55,0.05,0.24,0.0,0.23,0.27,1.01,0.33,0.35,0.0,0.17,0.09,0.05,0.13,0.07,0.05,0.36,0.08,0.43,0.09,0.08,0.23,0.09,0.08,0.05,0.19,0.08,0.17,0.17,0.12,0.08,0.05,0.05,0.28,0.19,0.05,0.05,0.05,0.06,0.06,0.05,0.05,0.05,0.05,0.09,0.09,0.05,0.0,0.09,0.05,0.05,0.05,0.05,0.05,0.05,0.09,0.05,0.05,0.05,0.12,0.13,0.05,0.05,0.05,0.05,0.09,0.0,0.09,0.09,0.05,0.0,0.0,0.09,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.08,0.43,0.11,0.05,0.05,0.11,0.05,0.09,0.05,0.05,0.09,0.05,0.08,0.12,0.12,0.12,0.05,0.23,0.23,0.05,0.23,0.1,0.35,0.24,0.05,0.09,0.33,0.05,0.21,0.05,0.24,0.36,0.09,0.32,0.08,0.08,0.12,0.0,0.0,0.12,0.09,0.09,0.16,0.13,0.0,0.0,0.08,0.08,0.05,0.05,0.05,0.35,0.05,0.05,0.05,0.05,0.33,0.05,0.05,0.05,0.23,0.27,0.27,0.05,0.05,0.24,0.05,0.05,0.28,0.09,0.12,0.05,0.23,0.05,0.05,0.21,0.18,0.05,0.05,0.05,0.05,0.1,0.05,0.05,0.0,0.05,0.05,0.24,0.06,0.05,0.05,0.05
CSND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSNt2pp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSNtex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTECOAI6_b,0.06,0.12,0.13,0.1,0.08,0.13,0.08,0.09,0.08,0.17,0.13,0.13,0.08,0.13,0.1,0.11,0.11,0.12,0.11,0.12,0.08,0.06,0.13,0.1,0.14,0.11,0.1,0.1,0.11,0.13,0.06,0.06,0.17,0.17,0.13,0.08,0.06,0.1,0.06,0.17,0.06,0.13,0.1,0.13,0.14,0.2,0.14,0.14,0.1,0.11,0.08,0.06,0.1,0.07,0.06,0.14,0.08,0.09,0.08,0.08,0.13,0.08,0.08,0.06,0.12,0.08,0.11,0.11,0.08,0.08,0.06,0.06,0.14,0.11,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.08,0.08,0.06,0.08,0.07,0.06,0.06,0.06,0.06,0.06,0.06,0.08,0.06,0.06,0.06,0.08,0.1,0.06,0.06,0.06,0.06,0.08,0.08,0.08,0.08,0.06,0.1,0.1,0.07,0.06,0.06,0.06,0.06,0.06,0.06,0.09,0.08,0.09,0.08,0.06,0.06,0.08,0.06,0.08,0.06,0.06,0.08,0.06,0.08,0.08,0.08,0.08,0.06,0.13,0.13,0.06,0.13,0.08,0.14,0.13,0.06,0.08,0.15,0.06,0.13,0.06,0.13,0.14,0.08,0.15,0.08,0.08,0.1,0.11,0.11,0.09,0.08,0.08,0.1,0.09,0.1,0.1,0.07,0.08,0.06,0.06,0.06,0.14,0.06,0.06,0.06,0.06,0.15,0.06,0.06,0.06,0.13,0.14,0.14,0.06,0.06,0.13,0.06,0.06,0.14,0.08,0.09,0.06,0.13,0.06,0.06,0.13,0.11,0.06,0.06,0.06,0.06,0.07,0.06,0.06,0.1,0.06,0.06,0.06,0.06,0.06,0.06,0.06
CTPS2,0.01,0.04,0.05,0.03,0.02,0.05,0.02,0.03,0.02,0.13,0.05,0.05,0.02,0.05,0.03,0.04,0.04,0.05,0.04,0.04,0.02,0.01,0.05,0.03,0.07,0.04,0.03,0.03,0.04,0.05,0.01,0.01,0.13,0.13,0.05,0.02,0.01,0.03,0.01,0.13,0.01,0.06,0.03,0.05,0.06,0.24,0.07,0.08,0.03,0.04,0.02,0.01,0.03,0.02,0.01,0.08,0.02,0.03,0.02,0.02,0.05,0.02,0.02,0.01,0.04,0.02,0.04,0.04,0.02,0.02,0.01,0.01,0.07,0.04,0.01,0.01,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.02,0.02,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.02,0.03,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.01,0.03,0.03,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.02,0.03,0.02,0.01,0.01,0.02,0.01,0.02,0.01,0.01,0.02,0.01,0.02,0.02,0.02,0.02,0.01,0.05,0.05,0.01,0.05,0.02,0.08,0.0,0.01,0.02,0.08,0.01,0.05,0.01,0.06,0.08,0.02,0.07,0.02,0.02,0.03,0.04,0.04,0.03,0.02,0.02,0.04,0.03,0.04,0.04,0.02,0.02,0.01,0.01,0.01,0.08,0.01,0.01,0.01,0.01,0.08,0.01,0.01,0.01,0.05,0.07,0.07,0.01,0.01,0.0,0.01,0.01,0.07,0.02,0.03,0.01,0.06,0.01,0.01,0.05,0.04,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.04,0.01,0.01,0.01,0.01,0.01,0.01,0.01
CYSDS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.98,0.0,0.0,9.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYSS,0.01,0.04,0.04,0.02,0.02,0.04,0.02,0.03,0.02,0.1,0.04,0.05,0.02,0.05,0.02,0.04,0.04,0.04,0.03,0.03,0.02,0.01,0.04,0.03,0.05,0.03,0.02,0.03,0.04,0.04,0.01,0.01,0.1,0.1,0.04,0.02,0.01,0.02,0.01,0.1,0.01,0.04,0.03,0.04,0.06,0.19,0.06,0.07,0.03,0.03,0.02,0.01,0.02,0.01,0.01,0.07,0.02,0.02,0.02,0.02,0.04,0.02,0.02,0.01,0.04,0.02,0.03,0.03,0.02,0.02,0.01,0.01,0.05,0.04,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.01,0.03,0.02,0.01,0.01,0.01,0.01,0.01,0.0,0.02,0.01,0.01,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.02,0.03,0.02,0.02,0.0,0.03,0.03,0.02,0.01,0.01,0.01,0.01,0.0,0.01,0.03,0.02,0.02,0.02,0.01,0.01,0.02,0.01,0.02,0.01,0.01,0.02,0.01,0.02,0.02,0.03,0.02,0.01,0.04,0.04,0.01,0.04,0.02,0.07,0.04,0.01,0.02,0.06,0.01,0.04,0.01,0.04,0.07,0.02,0.06,0.02,0.02,0.02,0.04,0.04,0.02,0.02,0.02,0.03,0.02,0.04,0.04,0.0,0.0,0.01,0.01,0.01,0.07,0.01,0.01,0.01,0.01,0.06,0.01,0.01,0.01,0.04,0.05,0.05,0.01,0.01,0.04,0.01,0.01,0.05,0.02,0.02,0.01,0.04,0.01,0.01,0.04,0.03,0.01,0.01,0.0,0.01,0.0,0.01,0.01,0.0,0.0,0.01,0.0,0.01,0.01,0.01,0.01
